"V1" "V2" "V3"
"1" 0.999999999999999 0.999999999999999 0.500000000000001
"2" 0.999999999999999 0.999999999999999 0.999999999999999
"3" 0.500000000000001 0.999999999999999 0.999999999999999
"4" 0.999999999999999 1 1
"5" 0.999999999999999 1 1
"6" 0.999999999999999 0.999999999999999 0.999999999999999
"7" 0.999999999999999 0.999999999999999 0.999999999999999
"8" 0.500000000000001 0.999999999999999 0.999999999999999
"9" 0.999999999999999 1 1
"10" 0.999999999999999 1 1
"11" 0.500000000000001 0.999999999999999 0.999999999999999
"12" 0.999999999999999 0.999999999999999 0.999999999999999
"13" 0.999999999999999 0.999999999999999 0.999999999999999
"14" 0.999999999999999 1 1
"15" 0.999999999999999 1 1
"16" 0.999999999999999 0.999999999999999 0.999999999999999
"17" 0.999999999999999 0.999999999999999 0.999999999999999
"18" 0.500000000000001 0.999999999999999 0.999999999999999
"19" 0.999999999999999 1 1
"20" 0.999999999999999 1 1
"21" 0.999999999999999 0.999999999999999 0.999999999999999
"22" 0.999999999999999 0.999999999999999 0.999999999999999
"23" 0.999999999999999 0.999999999999999 0.500000000000001
"24" 0.500000000000001 1 1
"25" 0.500000000000001 1 1
"26" 0.999999999999999 0.999999999999999 0.999999999999999
"27" 0.999999999999999 0.999999999999999 0.999999999999999
"28" 0.500000000000001 0.999999999999999 0.999999999999999
"29" 0.999999999999999 1 1
"30" 0.999999999999999 1 1
"31" 0.999999999999999 0.999999999999999 0.999999999999999
"32" 0.999999999999999 0.999999999999999 0.999999999999999
"33" 0.999999999999999 0.999999999999999 0.999999999999999
"34" 0.999999999999999 1 1
"35" 0.999999999999999 1 1
"36" 0.999999999999999 0.999999999999999 0.999999999999999
"37" 0.999999999999999 0.999999999999999 0.999999999999999
"38" 0.999999999999999 0.999999999999999 0.999999999999999
"39" 0.500000000000001 1 1
"40" 0.999999999999999 1 1
"41" 0.999999999999999 0.999999999999999 0.999999999999999
"42" 0.999999999999999 0.999999999999999 0.500000000000001
"43" 0.999999999999999 0.999999999999999 0.999999999999999
"44" 0.999999999999999 1 1
"45" 0.999999999999999 1 1
"46" 0.999999999999999 0.999999999999999 0.999999999999999
"47" 0.999999999999999 0.999999999999999 0.999999999999999
"48" 0.999999999999999 0.999999999999999 0.999999999999999
"49" 0.999999999999999 1 1
"50" 0.500000000000001 1 1
