"V1" "V2" "V3"
"1" 0.999999999999999 0.999999999999999 0
"2" 0.500000000000001 0.500000000000001 0
"3" 0 0.999999999999999 0.500000000000001
"4" 0.500000000000001 0.333333333333334 0
"5" 0.999999999999999 1 1
"6" 0.999999999999999 0.500000000000001 0.500000000000001
"7" 0.500000000000001 0.999999999999999 0.500000000000001
"8" 0 0.500000000000001 0
"9" 0.999999999999999 1 0
"10" 0.999999999999999 0.666666666666666 0
"11" 0 0.999999999999999 0.999999999999999
"12" 0.999999999999999 0.500000000000001 0
"13" 0.999999999999999 0.999999999999999 0
"14" 0.500000000000001 0.666666666666666 0
"15" 0.500000000000001 1 0
"16" 0.999999999999999 0.500000000000001 0.500000000000001
"17" 0.999999999999999 0.999999999999999 0
"18" 0 0.999999999999999 0
"19" 0.999999999999999 0.666666666666666 1
"20" 0.999999999999999 0 0
"21" 0.500000000000001 0.999999999999999 0.500000000000001
"22" 0.999999999999999 0.999999999999999 0.500000000000001
"23" 0.999999999999999 0.500000000000001 0
"24" 0 0.333333333333334 0
"25" 0.500000000000001 0.666666666666666 0
"26" 0.999999999999999 0.999999999999999 0
"27" 0.999999999999999 0.999999999999999 0.500000000000001
"28" 0 0.500000000000001 0.500000000000001
"29" 0.500000000000001 0.333333333333334 0
"30" 0.999999999999999 1 0
"31" 0.500000000000001 0.999999999999999 0
"32" 0.500000000000001 0.500000000000001 0.500000000000001
"33" 0.999999999999999 0.500000000000001 0.500000000000001
"34" 0.999999999999999 0.666666666666666 0
"35" 0.500000000000001 1 0
"36" 0.999999999999999 0.999999999999999 0
"37" 0.999999999999999 0.999999999999999 0.500000000000001
"38" 0.500000000000001 0 0
"39" 0 1 0
"40" 0.999999999999999 1 1
"41" 0.500000000000001 0.500000000000001 0
"42" 0.999999999999999 0.999999999999999 0
"43" 0.500000000000001 0.999999999999999 0
"44" 0.500000000000001 0.333333333333334 1
"45" 0.500000000000001 0.666666666666666 1
"46" 0.999999999999999 0.999999999999999 0.500000000000001
"47" 0.500000000000001 0.500000000000001 0.500000000000001
"48" 0.999999999999999 0.999999999999999 0
"49" 0.500000000000001 1 0
"50" 0.500000000000001 0.333333333333334 0
